id,code,name,parent_id/id,account_type,reconcile,chart_template_id/id
a_1000_00,1000.00,***สินทรัพย์***,,view,FALSE,ineco_l10n_th.chart
a_1100_00,1100.00,สินทรัพย์หมุนเวียน,ineco_l10n_th.a_1000_00,view,FALSE,ineco_l10n_th.chart
a_1110_00,1110.00,เงินสดและเงินฝากธนาคาร,ineco_l10n_th.a_1100_00,view,FALSE,ineco_l10n_th.chart
a_1110_01,1110.01,เงินสดค้างรับ,ineco_l10n_th.a_1110_00,asset_current,TRUE,ineco_l10n_th.chart
a_1110_02,1110.02,เงินสดค้างจ่าย,ineco_l10n_th.a_1110_00,asset_current,TRUE,ineco_l10n_th.chart
a_1110_03,1110.03,ธนาคารค้างรับ,ineco_l10n_th.a_1110_00,asset_current,TRUE,ineco_l10n_th.chart
a_1110_04,1110.04,ธนาคารค้างจ่าย,ineco_l10n_th.a_1110_00,asset_current,TRUE,ineco_l10n_th.chart
a_1111_00,1111.00,เงินสด,ineco_l10n_th.a_1110_00,view,TRUE,ineco_l10n_th.chart
a_1111_50,1111.50,เงินสดย่อย,,asset_cash,TRUE,ineco_l10n_th.chart
a_1112_00,1112.00,เงินฝากกระแสรายวัน,ineco_l10n_th.a_1110_00,view,FALSE,ineco_l10n_th.chart
a_1112_01,1112.01,เงินฝากกระแสรายวัน 999.999.9999,ineco_l10n_th.a_1112_00,asset_cash,TRUE,ineco_l10n_th.chart
a_1113_00,1113.00,เงินฝากออมทรัพย์,ineco_l10n_th.a_1110_00,view,FALSE,ineco_l10n_th.chart
a_1113_01,1113.01,เงินฝากออมทรัพย์ 999.9999.999,ineco_l10n_th.a_1113_00,asset_cash,TRUE,ineco_l10n_th.chart
a_1114_00,1114.00,เงินฝากประจำ,ineco_l10n_th.a_1110_00,view,FALSE,ineco_l10n_th.chart
a_1114_01,1114.01,เงินฝากประจำ 999.9.99999.1,ineco_l10n_th.a_1114_00,asset_cash,TRUE,ineco_l10n_th.chart
a_1130_00,1130.00,ลูกหนี้การค้าและตั๋วเงินรับ,ineco_l10n_th.a_1100_00,view,FALSE,ineco_l10n_th.chart
a_1130_01,1130.01,ลูกหนี้การค้าภายในประเทศ,ineco_l10n_th.a_1130_00,asset_receivable,TRUE,ineco_l10n_th.chart
a_1130_02,1130.02,ลูกหนี้การค้าต่างประเทศ,ineco_l10n_th.a_1130_00,asset_receivable,TRUE,ineco_l10n_th.chart
a_1130_03,1130.03,เช็ครับลงวันที่ล่วงหน้า,ineco_l10n_th.a_1130_00,asset_current,TRUE,ineco_l10n_th.chart
a_1130_04,1130.04,ค่าเผื่อหนี้สงสัยจะสูญ,ineco_l10n_th.a_1130_00,asset_current,TRUE,ineco_l10n_th.chart
a_1130_05,1130.05,ลูกหนี้อื่น ๆ,ineco_l10n_th.a_1130_00,asset_receivable,TRUE,ineco_l10n_th.chart
a_1140_00,1140.00,สินค้าคงเหลือ,ineco_l10n_th.a_1100_00,view,FALSE,ineco_l10n_th.chart
a_1140_01,1140.01,วัตถุดิบคงเหลือ,ineco_l10n_th.a_1140_00,asset_current,TRUE,ineco_l10n_th.chart
a_1140_02,1140.02,สินค้าสำเร็จรูปคงเหลือ,ineco_l10n_th.a_1140_00,asset_current,TRUE,ineco_l10n_th.chart
a_1140_03,1140.03,งานระหว่างทำ,ineco_l10n_th.a_1140_00,asset_current,TRUE,ineco_l10n_th.chart
a_1150_00,1150.00,สินทรัพย์หมุนเวียนอื่น ๆ,ineco_l10n_th.a_1100_00,view,TRUE,ineco_l10n_th.chart
a_1151_00,1151.00,ค่าใช้จ่ายจ่ายล่วงหน้า,ineco_l10n_th.a_1150_00,view,FALSE,ineco_l10n_th.chart
a_1151_01,1151.01,ค่าสินค้าจ่ายล่วงหน้า,ineco_l10n_th.a_1151_00,asset_current,TRUE,ineco_l10n_th.chart
